ticker,name,source,status,message,parsed_facts,output_record
API,abrdn Property Income Trust Limited,c98e14d77d_API_2024_NI-000120082_549300HHFBWZRKC7RW84-2024-12-31.zip!549300HHFBWZRKC7RW84-2024-12-31/reports/549300HHFBWZRKC7RW84-2024-12-31-T01.xhtml,parsed,ok,280,
API,abrdn Property Income Trust Limited,c98e14d77d_API_2024_NI-000120082_549300HHFBWZRKC7RW84-2024-12-31.zip!549300HHFBWZRKC7RW84-2024-12-31/abrdnpropertyincome.com/xbrl/2024/549300HHFBWZRKC7RW84-2024-12-31_cal.xml,empty,parsed 0 numeric facts,0,
API,abrdn Property Income Trust Limited,c98e14d77d_API_2024_NI-000120082_549300HHFBWZRKC7RW84-2024-12-31.zip!549300HHFBWZRKC7RW84-2024-12-31/abrdnpropertyincome.com/xbrl/2024/549300HHFBWZRKC7RW84-2024-12-31_def.xml,empty,parsed 0 numeric facts,0,
API,abrdn Property Income Trust Limited,c98e14d77d_API_2024_NI-000120082_549300HHFBWZRKC7RW84-2024-12-31.zip!549300HHFBWZRKC7RW84-2024-12-31/abrdnpropertyincome.com/xbrl/2024/549300HHFBWZRKC7RW84-2024-12-31_lab-en.xml,empty,parsed 0 numeric facts,0,
API,abrdn Property Income Trust Limited,c98e14d77d_API_2024_NI-000120082_549300HHFBWZRKC7RW84-2024-12-31.zip!549300HHFBWZRKC7RW84-2024-12-31/abrdnpropertyincome.com/xbrl/2024/549300HHFBWZRKC7RW84-2024-12-31_pre.xml,empty,parsed 0 numeric facts,0,
AC8,ACCELER8 VENTURES PLC,4c71f18cb7_AC8_2025_NI-000144200_2138004B1HKZP1OR2C72-2025-12-31.zip!2138004B1HKZP1OR2C72-2025-12-31/META-INF/catalog.xml,empty,parsed 0 numeric facts,0,
AC8,ACCELER8 VENTURES PLC,4c71f18cb7_AC8_2025_NI-000144200_2138004B1HKZP1OR2C72-2025-12-31.zip!2138004B1HKZP1OR2C72-2025-12-31/META-INF/taxonomyPackage.xml,empty,parsed 0 numeric facts,0,
AC8,ACCELER8 VENTURES PLC,4c71f18cb7_AC8_2025_NI-000144200_2138004B1HKZP1OR2C72-2025-12-31.zip!2138004B1HKZP1OR2C72-2025-12-31/reports/2138004B1HKZP1OR2C72-2025-12-31-T01.xhtml,parsed,ok,154,
AC8,ACCELER8 VENTURES PLC,4c71f18cb7_AC8_2025_NI-000144200_2138004B1HKZP1OR2C72-2025-12-31.zip!2138004B1HKZP1OR2C72-2025-12-31/acceler8venturesplc.com/xbrl/2025/2138004B1HKZP1OR2C72-2025-12-31_cal.xml,empty,parsed 0 numeric facts,0,
AC8,ACCELER8 VENTURES PLC,4c71f18cb7_AC8_2025_NI-000144200_2138004B1HKZP1OR2C72-2025-12-31.zip!2138004B1HKZP1OR2C72-2025-12-31/acceler8venturesplc.com/xbrl/2025/2138004B1HKZP1OR2C72-2025-12-31_def.xml,empty,parsed 0 numeric facts,0,
AC8,ACCELER8 VENTURES PLC,4c71f18cb7_AC8_2025_NI-000144200_2138004B1HKZP1OR2C72-2025-12-31.zip!2138004B1HKZP1OR2C72-2025-12-31/acceler8venturesplc.com/xbrl/2025/2138004B1HKZP1OR2C72-2025-12-31_lab-en.xml,empty,parsed 0 numeric facts,0,
AC8,ACCELER8 VENTURES PLC,4c71f18cb7_AC8_2025_NI-000144200_2138004B1HKZP1OR2C72-2025-12-31.zip!2138004B1HKZP1OR2C72-2025-12-31/acceler8venturesplc.com/xbrl/2025/2138004B1HKZP1OR2C72-2025-12-31_pre.xml,empty,parsed 0 numeric facts,0,
ACG,ACG METALS LIMITED,b49143bacd_ACG_2025_NI-000143549_549300NXL2KSHKJXTU29-2025-12-31.zip!549300NXL2KSHKJXTU29-2025-12-31/META-INF/catalog.xml,empty,parsed 0 numeric facts,0,
